30.88014042	37.34840704	17.2	12.15056208	18.22940944	5.865151319
41.56119949	54.89145258	22.5	14.42753738	24.49743136	6.708203932
31.52621836	35.72310723	18.5	12.01150408	17.01774387	6.08276253
20.29098598	27.35881054	10.2	9.861671068	15.89426636	4.516635916
28.61892069	28.99147589	19	10.74190022	13.68870791	6.164414003
41.45089861	60.0308175	21.5	14.76995586	27.20015859	6.557438524
37.05686611	66.42218255	17.6	14.79811751	32.17255741	5.93295879
52.93368781	70.92097244	29.7	16.22676162	28.85354622	7.707139547
29.4330846	43.91818906	14.5	12.54019025	22.69159838	5.385164807
21.45791769	31.7434351	10.3	10.43889643	18.38166494	4.538722287
14.15296548	28.74169035	5.3	8.639851934	20.76970596	3.255764119
28.7270588	36.15090016	15.5	11.80382264	18.26775653	5.567764363
23.79765275	23.1447083	17	9.293858144	11.34084469	5.830951895
31.10122521	46.44865926	15.4	12.94653608	23.52210987	5.54977477
32.70357978	46.21809789	16.7	13.14409296	22.78154863	5.779273311
25.67460242	35.42712021	13	11.36522469	18.98299494	5.099019514
43.72671212	55.30320432	24.4	14.57866556	24.02317206	6.985699679
25.21415107	35.03176694	12.7	11.26863321	18.91780747	5.039841267
27.61665913	42.74750603	13.3	12.19564504	22.7319609	5.157518783
15.8881951	18.62103067	8.6	8.158269884	11.45110939	4.147288271
24.98088965	33.18465081	12.9	11.06921714	17.82723601	5.07937004
25.4082364	33.07777615	13.3	11.11161836	17.58986159	5.157518783
43.24922288	75.58753416	21.3	15.74554417	34.35581921	6.526867549
42.91752534	65.01881901	22	15.17081009	29.23534221	6.633249581
43.00225732	53.06477123	24.3	14.36030972	23.08239509	6.971370023
30.08206315	31.92947489	18.8	11.35693925	15.12919516	6.131883887
30.42833648	38.61306796	16.4	12.23476331	19.14827658	5.727128425
40.87692994	60.32708864	21	14.74935131	27.54964037	6.480740698
33.64998014	45.07646776	17.7	13.17072331	21.79225239	5.949789912
45.51377508	56.57909345	25.8	14.7739633	24.12456074	7.183313998
34.76507489	35.03198776	23.5	11.98137607	15.40939158	6.8556546
28.74509079	41.2219194	14.4	12.24990607	21.34768132	5.366563146
42.27837912	72.81088273	20.8	15.53273089	33.35686161	6.449806199
36.01544781	45.88025313	19.6	13.41516021	21.43962148	6.260990337
41.41022627	43.44824369	26.8	13.28071585	18.29239733	7.321202087
33.00450839	68.01420234	14.8	14.32639232	34.90243303	5.440588203
40.34632458	57.43380915	21	14.53065205	26.22836312	6.480740698
9.16222216	10.86282824	4.5	5.963310538	8.289889465	3
49.13370813	65.394798	27.2	15.6205983	27.39661457	7.375635566
41.36426258	55.01296576	22.3	14.42518748	24.62484106	6.678323143
32.67189908	53.24810575	15.7	13.58982987	26.79256402	5.60357029
25.54013718	39.57401622	12.2	11.66428732	21.65875635	4.939635614
49.46767337	67.68660737	27.1	15.79080318	28.39158565	7.362064928
26.10876032	36.52219983	13.14	11.51734169	19.50002367	5.126402247
26.85630185	43.92172931	12.6	12.151079	23.78113516	5.019960159
36.81655079	50.97216474	19.2	13.86734464	23.98332175	6.196773354
37.23871767	58.03774792	18.5	14.35970381	27.6479737	6.08276253
36.46133704	47.53532161	19.6	13.57887651	22.21302701	6.260990337
44.32920227	59.5973033	24	14.92776381	26.03151996	6.92820323
30.08124046	48.261572	14.4	12.91336179	24.99332088	5.366563146
14.62182115	16.45514851	8.13	7.635555482	10.31054502	4.032369031
27.25489616	33.18343114	14.99	11.32756979	16.95628642	5.475399529
19.85354013	21.5374132	11.86	8.978484522	11.89895008	4.870318265
16.42512975	19.06639462	9.01	8.286063164	11.54437199	4.244997055
9.684148996	10.5842404	5.14	5.924708995	7.727078441	3.206243908
8.939675822	9.423940905	4.96	5.542459233	6.962234716	3.14960315
23.77817469	29.63184428	12.75	10.54891906	15.9808038	5.049752469
11.93588904	12.83619385	6.7	6.6248498	8.578697049	3.660601044
25.02727753	29.75082164	13.94	10.69098701	15.5747603	5.280151513
24.55624419	39.91498422	11.44	11.52800973	22.31878862	4.783304297
50.50025361	71.14229082	27.46	16.07210595	29.71011502	7.410802925
28.34217529	34.2258577	15.72	11.5552227	17.21393498	5.607138308
26.77789089	33.38173511	14.47	11.30016203	17.25954708	5.379591063
52.85456837	53.41434099	37.52	14.67872633	20.10235462	8.662563131
9.090107801	11.173964	4.34	6.021685514	8.630859031	2.946183973
7.686380093	8.618671161	3.97	5.273534175	6.857831454	2.817800561
18.01586117	23.87884514	9.03	9.158763353	14.44754539	4.249705872
26.30335387	42.45779914	12.38	11.97271514	23.12387405	4.975942122
23.72394474	25.6448931	14.37	9.957089849	13.29000983	5.360970061
24.24647881	28.95630327	13.43	10.51350107	15.34832938	5.182663408
21.40030209	31.12936599	10.36	10.37896415	17.99120929	4.551922671
21.60741972	24.48237596	12.42	9.629671937	13.3195544	4.983974318
16.98609243	19.97080166	9.25	8.494356858	11.98647782	4.301162634
22.11534729	34.0562163	10.44	10.72443538	19.63237742	4.569463864
44.4636615	55.84007773	24.97	14.66008619	24.07039212	7.066823898
38.81629554	59.8428946	19.47	14.5770926	28.02639726	6.240192305
33.03784542	49.11648066	16.5	13.39049826	24.30762856	5.744562647
12.06584345	17.69368223	5.17	7.416431012	12.89232883	3.215587038
39.8478517	58.50496955	20.44	14.5666278	26.95933192	6.393746945
0	24.80056375	31.81	7.343188174	9.861666885	7.976214641
29.29497682	35.80335976	16.15	11.8270417	17.84608424	5.683308895
5.394264673	5.718060856	2.97	4.188570812	5.011948756	2.437211521
32.3727091	43.02647342	17.05	12.85247497	21.06222699	5.839520528
35.2733149	44.83053607	19.19	13.28873591	21.09723817	6.195159401
31.7359964	40.54359905	17.08	12.56056125	19.83518893	5.844655678
35.64259038	43.35439284	19.96	13.16097558	20.13676004	6.3182276
7.899577504	9.250273239	3.92	5.465563843	7.391555988	2.8
25.75806238	33.32153998	13.55	11.17820607	17.60983545	5.205766034
35.99802888	61.14051879	17.29	14.44476397	29.79024811	5.880476171
26.77653389	38.57659023	13.3	11.77512989	20.51398134	5.157518783
25.53335887	35.54664122	12.86	11.35644119	19.11590718	5.071488933
36.85877156	41.20593053	22.1	12.94944206	18.50002435	6.648308055
52.51772925	67.93970706	29.9	16.00654133	27.57887877	7.733045972
23.35358299	30.79779562	12.05	10.62547934	16.92520544	4.909175083
44.60735588	61.12260908	23.96	15.04792795	26.71260721	6.92242732
34.29631443	43.93227485	18.53	13.14585155	20.91711981	6.087692502
31.79819434	39.33584375	17.47	12.44973691	19.10003518	5.911006682
19.28912949	21.5117561	11.17	8.94630274	12.12462009	4.726520919
27.62141389	35.05900893	14.78	11.57015425	17.99912897	5.436910888
30.95039092	39.97444372	16.52	12.42115722	19.7752696	5.748043145
18.88913994	39.14422659	7.7	10.36670741	24.97549706	3.924283374
46.46101392	67.48074956	24.53	15.56803599	29.26110441	7.004284403
35.86838838	58.19345249	17.48	14.27212844	28.25120519	5.9126982
35.70256875	44.85656204	19.58	13.30873539	20.96839009	6.257795139
