0.115981285	0.124244206	0.124281745	0.124295913	0.124317524	0.118637479	0.07628713	0.051373209	0.035695641	0.025302522	0.01812023	0.012985318	0.009208645	0.006363305	4.17E-03	3.66E-04	7.67E-05	2.43E-05	1.05E-05	5.77E-06	3.81E-06	2.87E-06
0.126608903	0.135550595	0.135591043	0.135609275	0.135637539	0.126342327	0.081212276	0.054664109	0.037958855	0.026884902	0.019232356	0.01376131	0.00973733	0.006705446	0.004370369	0.000394087	8.66E-05	2.91E-05	1.35E-05	7.94E-06	5.58E-06	4.50E-06
0.135093139	0.144198162	0.144241065	0.144263426	0.14429848	0.131728478	0.08465435	0.056963646	0.039540218	0.027990686	0.020009781	0.014304084	0.01010746	0.006942179	0.004508578	0.000418821	9.64E-05	3.43E-05	1.69E-05	1.06E-05	7.89E-06	6.69E-06
0.141333163	0.15110044	0.151145578	0.151172129	0.151214088	0.135695021	0.087190886	0.058660155	0.040708985	0.028810175	0.02058824	0.014710364	0.010387074	0.007125109	0.004617438	0.000442292	0.00010644	4.01E-05	2.09E-05	1.39E-05	1.08E-05	9.59E-06
0.146883178	0.156783846	0.15683111	0.156861906	0.156910868	0.138731412	0.089135705	0.059964114	0.041610592	0.029445678	0.021040235	0.015031344	0.010607255	0.007275766	0.004711618	0.000465553	0.000117045	4.65E-05	2.56E-05	1.79E-05	1.45E-05	1.33E-05
0.15172296	0.161575841	0.161625178	0.161660266	0.161716316	0.141126559	0.090673705	0.060999222	0.042330218	0.029956835	0.021407756	0.015296395	0.010795853	0.007407258	0.004798859	0.000489166	0.000128318	5.35E-05	3.10E-05	2.24E-05	1.91E-05	1.82E-05
0.155920865	0.165692226	0.165743611	0.165783036	0.165846248	0.143061809	0.091920735	0.06184279	0.042920919	0.03038062	0.02171666	0.015517967	0.0109615	0.007527257	0.004883457	0.00051346	0.000140357	6.14E-05	3.72E-05	2.80E-05	2.46E-05	2.42E-05
0.159413705	0.169281792	0.169335222	0.169379022	0.169449463	0.144656626	0.092952979	0.062545534	0.043417381	0.030741088	0.02198366	0.015717339	0.011111795	0.007640456	0.004967872	0.000538641	0.000153242	7.01E-05	4.42E-05	3.45E-05	3.13E-05	3.16E-05
0.162606726	0.172450929	0.172506409	0.17255462	0.172632348	0.145992846	0.093822529	0.063142045	0.04384318	0.031054515	0.02221998	0.015897672	0.011251704	0.007749826	0.00505354	0.000564845	0.000167037	7.97E-05	5.23E-05	4.21E-05	3.92E-05	4.05E-05
0.165385071	0.175278013	0.175335553	0.175388207	0.175473277	0.147128356	0.094566169	0.06365669	0.044214867	0.031332267	0.022426358	0.016064192	0.011384571	0.007857293	0.005141302	0.000592172	0.00018259	9.03E-05	6.15E-05	5.10E-05	4.86E-05	5.11E-05
0.167972992	0.177822248	0.177881863	0.177938989	0.178031449	0.148105229	0.095210587	0.064107102	0.044544377	0.031582502	0.022621348	0.01622058	0.011512705	0.007964134	0.00523164	0.000620698	0.000198585	0.00010194	7.18E-05	6.11E-05	5.96E-05	6.38E-05
